2_7_0-396-g0064058	15.330755275	1.29%
2_7_0-395-ga724d25	14.820157277	0.36%
2_7_0-394-gad3fc2e	34.010138264	0.09%
2_7_0-393-gd195081	24.516485562	22.29%
2_7_0-392-g9a08fd4	15.094549636	0.47%
2_7_0-391-g1de4bb0	34.278062253	0.24%
2_7_0-390-ga7a0a7e	25.171949602	20.92%
2_7_0-389-g1db25b8	14.863094114	0.29%
2_7_0-388-g64be68e	14.882810936	0.19%
2_7_0-387-g40c539b	14.849654174	0.24%
2_7_0-386-gd6555a8	34.034521492	0.32%
2_7_0-385-gbd008f5	28.924151562	16.36%
2_7_0-384-gbf2b2be	14.839571146	0.52%
2_7_0-383-gb71f954	33.889820964	0.17%
2_7_0-382-gf642ff1	29.663805249	15.05%
2_7_0-381-g56cfe91	14.871058961	0.41%
2_7_0-380-g77c1f29	34.155217536	0.11%
2_7_0-379-g41b9b17	26.457360605	18.01%
2_7_0-378-g0124003	14.842844178	0.07%
2_7_0-377-gd6912a3	14.890559640	0.29%
2_7_0-376-gac96b4b	34.120447761	0.05%
2_7_0-375-g507eaa2	29.983288797	14.89%
2_7_0-374-gece0b54	14.934614128	0.36%
2_7_0-373-gaa6c9f2	34.273521319	0.15%
2_7_0-372-g87183d1	28.553032099	16.23%
2_7_0-371-g9900e64	14.794210665	0.34%
2_7_0-370-g2159171	14.819046072	0.25%
2_7_0-369-g9c3e378	34.082088302	0.29%
2_7_0-368-g150b58a	14.875157257	0.40%
2_7_0-367-ge295422	14.851520025	0.48%
2_7_0-366-g054db6b	34.064411779	0.12%
2_7_0-365-g3aa343a	34.090202437	0.21%
2_7_0-364-g6bc0eaf	14.827885296	0.22%
2_7_0-363-gc007a7a	14.877186893	0.52%
2_7_0-362-gd33e7c2	34.142558251	0.30%
2_7_0-361-g449f6c8	14.922450922	0.46%
2_7_0-360-g8390e40	34.192823650	0.11%
2_7_0-359-g76acdfa	34.338378904	0.20%
2_7_0-358-g702db58	33.954032662	0.09%
2_7_0-357-gc519f2c	34.935856741	1.89%
2_7_0-356-g1ebd867	33.937687985	0.19%
2_7_0-354-g39ecfe3	34.082880559	0.29%
2_7_0-353-gb08c5f3	34.071691151	0.32%
2_7_0-352-g8e7f424	33.937146089	0.08%
2_7_0-351-g6c69ac2	33.966775748	0.09%
2_7_0-350-g6606acd	34.222571240	0.11%
2_7_0-349-gc7541ff	34.265059170	0.17%
2_7_0-348-gb17f90f	34.135748970	0.29%
2_7_0-347-gbceecab	34.755907379	2.58%
2_7_0-346-g987c0b5	34.156960443	0.31%
2_7_0-345-g4585a67	34.085586793	0.19%
2_7_0-344-gc4729e2	33.997794847	0.10%
2_7_0-343-gedce2ee	34.408646258	0.54%
2_7_0-341-g62baf2b	34.976123265	0.65%
2_7_0-340-g9de6056	34.873192995	0.46%
2_7_0-339-g5ebf5ff	34.715909451	0.16%
2_7_0-338-g2e1fb34	34.731559013	0.09%
2_7_0-337-g1174be4	34.690916711	0.48%
